ID,Day,Hour,Day_of_the_Week,Channel,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Conversions,,Channel,,,Hour,Facebook,Impr. Facebook,Google Search,Impr. Google Search,Youtube,Impr. Youtube,Snapchat,Impr. Snapchat,TikTok,Impr. Snapchat
BXJDHA00018197,10/10/2018,03,quarta-feira,Google Search,2912424,1640081,1553803,1740,"$2.699,11",21,,,,,,,,,,,,,,,
BXJDHA00019044,24/10/2018,02,quarta-feira,Google Search,3790656,2272111,2154572,2411,"$3.738,06",75,,,,,,,,,,,,,,,
BXJDHA00012377,03/11/2018,03,sábado,Google Search,2363088,1431065,1356829,1459,"$2.261,46",18,,,,,,,,,,,,,,,
BXJDHA00015844,19/09/2018,04,quarta-feira,Google Search,2289574,1220730,1147129,1236,"$1.915,42",23,,,,,,,,,,,,,,,
BXJDHA00021680,02/11/2018,04,sexta-feira,Google Search,2158588,1335394,1259227,1460,"$2.262,34",39,,,,,,,,,,,,,,,
BXJDHA00020782,31/10/2018,03,quarta-feira,Google Search,2643103,1515916,1414107,1758,"$2.723,98",33,,,,,,,,,,,,,,,
BXJDHA00020737,31/10/2018,02,quarta-feira,Google Search,3561439,2164148,2037231,2517,"$3.899,99",38,,,,,,,,,,,,,,,
BXJDHA00014101,21/11/2018,02,quarta-feira,Google Search,3683915,2213793,2085226,2555,"$3.952,07",38,,,,,,,,,,,,,,,
BXJDHA00008206,05/10/2018,05,sexta-feira,Google Search,2142496,1234597,1177438,1158,"$1.790,72",22,,,,,,,,,,,,,,,
BXJDHA00015129,22/11/2018,02,quinta-feira,Google Search,4318453,2491063,2358880,2915,"$4.502,83",99,,,,,,,,,,,,,,,
BXJDHA00007520,02/10/2018,02,terça-feira,Facebook,134921,87411,76442,38,"$58,69",1,,,,,,,,,,,,,,,
BXJDHA00015568,11/09/2018,05,terça-feira,Google Search,2607146,1475569,1408845,1845,"$2.847,75",35,,,,,,,,,,,,,,,
BXJDHA00017458,22/09/2018,04,sábado,Google Search,1802428,1069210,1029317,1108,"$1.710,05",21,,,,,,,,,,,,,,,
BXJDHA00009034,06/10/2018,05,sábado,Google Search,2134516,1236050,1173292,1226,"$1.891,93",23,,,,,,,,,,,,,,,
BXJDHA00002960,04/09/2018,04,terça-feira,Google Search,1761238,1105911,1060556,1168,"$1.802,27",32,,,,,,,,,,,,,,,
BXJDHA00005244,15/09/2018,03,sábado,Google Search,2161113,1336841,1256801,1295,"$1.997,28",40,,,,,,,,,,,,,,,
BXJDHA00007521,02/10/2018,03,terça-feira,Google Search,2531454,1369462,1307134,1135,"$1.748,65",39,,,,,,,,,,,,,,,
BXJDHA00023367,19/11/2018,01,segunda-feira,Google Search,5867137,3352445,3197181,3849,"$5.922,49",131,,,,,,,,,,,,,,,
BXJDHA00011679,08/11/2018,04,quinta-feira,Google Search,2530583,1412280,1303037,1493,"$2.295,87",51,,,,,,,,,,,,,,,
BXJDHA00003446,06/09/2018,05,quinta-feira,Google Search,2221932,1311352,1254508,1527,"$2.346,96",41,,,,,,,,,,,,,,,
BXJDHA00017370,22/09/2018,05,sábado,Google Search,2283507,1358836,1307655,1545,"$2.369,47",48,,,,,,,,,,,,,,,
BXJDHA00008318,05/10/2018,06,sexta-feira,Google Search,2562671,1517831,1446652,1809,"$2.773,49",49,,,,,,,,,,,,,,,
BXJDHA00010794,28/10/2018,06,domingo,Google Search,4626814,2459428,2331014,3279,"$5.023,40",102,,,,,,,,,,,,,,,
BXJDHA00003218,05/09/2018,05,quarta-feira,Google Search,2352435,1406415,1345076,1420,"$2.174,08",38,,,,,,,,,,,,,,,
BXJDHA00014897,24/11/2018,06,sábado,Google Search,4328962,2506395,2371296,3370,"$5.150,49",40,,,,,,,,,,,,,,,
BXJDHA00014885,24/11/2018,02,sábado,Google Search,3765357,2197060,2073627,2501,"$3.822,17",30,,,,,,,,,,,,,,,
BXJDHA00015830,19/09/2018,02,quarta-feira,Google Search,3224553,1849833,1752678,1892,"$2.890,27",51,,,,,,,,,,,,,,,
BXJDHA00006640,21/09/2018,05,sexta-feira,Google Search,2259553,1247353,1197356,1539,"$2.350,33",29,,,,,,,,,,,,,,,
BXJDHA00024686,10/11/2018,03,sábado,Google Search,2703516,1574141,1441398,1675,"$2.557,05",45,,,,,,,,,,,,,,,
BXJDHA00016522,27/09/2018,05,quinta-feira,Google Search,2509474,1449376,1384475,1829,"$2.791,92",35,,,,,,,,,,,,,,,
BXJDHA00020716,31/10/2018,06,quarta-feira,Google Search,4216481,2462987,2337000,3618,"$5.517,95",69,,,,,,,,,,,,,,,
BXJDHA00013470,17/11/2018,06,sábado,Google Search,4214126,2396210,2258000,3254,"$4.952,97",101,,,,,,,,,,,,,,,
BXJDHA00022229,07/11/2018,06,quarta-feira,Google Search,4825606,2675614,2533350,3705,"$5.637,61",44,,,,,,,,,,,,,,,
BXJDHA00021290,30/10/2018,07,terça-feira,Google Search,7243213,4319374,4123071,6386,"$9.716,47",172,,,,,,,,,,,,,,,
BXJDHA00017144,25/09/2018,05,terça-feira,Google Search,2868133,1561072,1498912,1896,"$2.883,81",51,,,,,,,,,,,,,,,
BXJDHA00013045,16/11/2018,03,sexta-feira,Google Search,3349473,1758111,1637744,1874,"$2.850,09",28,,,,,,,,,,,,,,,
BXJDHA00019633,26/10/2018,04,sexta-feira,Google Search,2729139,1404263,1313438,1568,"$2.383,81",24,,,,,,,,,,,,,,,
BXJDHA00008490,07/10/2018,06,domingo,Google Search,3732689,2026759,1941342,2405,"$3.653,23",75,,,,,,,,,,,,,,,
BXJDHA00021579,02/11/2018,03,sexta-feira,Google Search,2776902,1735486,1643860,1876,"$2.848,98",64,,,,,,,,,,,,,,,
BXJDHA00002325,03/09/2018,04,segunda-feira,Google Search,1746646,1114806,1074218,1164,"$1.766,22",40,,,,,,,,,,,,,,,
BXJDHA00023689,21/10/2018,02,domingo,Google Search,3635869,2159181,2045118,2316,"$3.511,29",35,,,,,,,,,,,,,,,
BXJDHA00004489,09/09/2018,04,domingo,Google Search,2065473,1233234,1156320,1252,"$1.897,70",19,,,,,,,,,,,,,,,
BXJDHA00017053,25/09/2018,04,terça-feira,Google Search,2251904,1211668,1160886,1281,"$1.940,62",19,,,,,,,,,,,,,,,
BXJDHA00009301,09/10/2018,02,terça-feira,Google Search,4076496,2323697,2217843,2472,"$3.743,05",37,,,,,,,,,,,,,,,
BXJDHA00021022,01/11/2018,03,quinta-feira,Google Search,2838269,1647284,1549382,1719,"$2.594,06",33,,,,,,,,,,,,,,,
BXJDHA00019595,26/10/2018,02,sexta-feira,Google Search,4685174,2678539,2539238,2887,"$4.353,65",35,,,,,,,,,,,,,,,
BXJDHA00020429,20/10/2018,02,sábado,Google Search,3321195,2164058,2046801,2356,"$3.550,92",28,,,,,,,,,,,,,,,
BXJDHA00005738,16/09/2018,04,domingo,Google Search,2108529,1156535,1093064,1123,"$1.691,11",30,,,,,,,,,,,,,,,
BXJDHA00005848,16/09/2018,03,domingo,Google Search,2375310,1323499,1250956,1342,"$2.020,35",25,,,,,,,,,,,,,,,
BXJDHA00005072,12/09/2018,02,quarta-feira,Google Search,3215266,1900159,1799129,1981,"$2.981,01",53,,,,,,,,,,,,,,,
BXJDHA00007387,02/10/2018,04,terça-feira,Google Search,2296382,1213334,1160750,1139,"$1.712,56",17,,,,,,,,,,,,,,,
BXJDHA00021352,30/10/2018,01,terça-feira,Google Search,5531744,3306953,3137624,3772,"$5.669,93",72,,,,,,,,,,,,,,,
BXJDHA00017633,04/10/2018,04,quinta-feira,Google Search,2230480,1250180,1189501,1186,"$1.782,66",14,,,,,,,,,,,,,,,
BXJDHA00018289,10/10/2018,06,quarta-feira,Google Search,3965693,2162007,2064571,2821,"$4.235,05",42,,,,,,,,,,,,,,,
BXJDHA00008594,07/10/2018,05,domingo,Google Search,2464184,1340047,1274233,1415,"$2.123,51",38,,,,,,,,,,,,,,,
BXJDHA00016311,24/09/2018,03,segunda-feira,Google Search,2403429,1326632,1266471,1333,"$2.000,32",45,,,,,,,,,,,,,,,
BXJDHA00002953,04/09/2018,05,terça-feira,Google Search,2215375,1396111,1341904,1716,"$2.571,87",26,,,,,,,,,,,,,,,
BXJDHA00022455,12/11/2018,07,segunda-feira,Google Search,7613356,4469657,4252831,6450,"$9.660,95",219,,,,,,,,,,,,,,,
BXJDHA00002669,02/09/2018,04,domingo,Google Search,2171919,1186994,1142116,1171,"$1.753,67",14,,,,,,,,,,,,,,,
BXJDHA00010969,27/10/2018,07,sábado,Google Search,7032471,4208640,4020974,5903,"$8.816,86",89,,,,,,,,,,,,,,,
BXJDHA00014719,23/11/2018,03,sexta-feira,Google Search,3127423,1727533,1630132,1915,"$2.859,71",29,,,,,,,,,,,,,,,
BXJDHA00003417,06/09/2018,04,quinta-feira,Google Search,1972217,1164125,1112103,1243,"$1.855,41",42,,,,,,,,,,,,,,,
BXJDHA00012306,03/11/2018,02,sábado,Google Search,3363610,2085215,1984605,2163,"$3.226,81",67,,,,,,,,,,,,,,,
BXJDHA00012999,16/11/2018,05,sexta-feira,Google Search,2583744,1306529,1206390,1543,"$2.300,70",52,,,,,,,,,,,,,,,
BXJDHA00022306,07/11/2018,05,quarta-feira,Google Search,2793161,1493859,1401494,1801,"$2.682,84",34,,,,,,,,,,,,,,,
BXJDHA00006537,21/09/2018,04,sexta-feira,Google Search,2136249,1158935,1110043,1265,"$1.884,01",43,,,,,,,,,,,,,,,
BXJDHA00010506,14/10/2018,02,domingo,Google Search,3633340,2144812,2030855,2271,"$3.381,36",70,,,,,,,,,,,,,,,
BXJDHA00018429,11/10/2018,06,quinta-feira,Google Search,3453426,1884752,1794470,2558,"$3.807,87",87,,,,,,,,,,,,,,,
BXJDHA00002433,03/09/2018,03,segunda-feira,Google Search,1975322,1261990,1217756,1264,"$1.880,88",43,,,,,,,,,,,,,,,
BXJDHA00021075,01/11/2018,05,quinta-feira,Google Search,2325014,1333539,1241022,1562,"$2.322,53",53,,,,,,,,,,,,,,,
BXJDHA00016384,24/09/2018,04,segunda-feira,Google Search,2167160,1159211,1110599,1216,"$1.808,00",23,,,,,,,,,,,,,,,
BXJDHA00008592,07/10/2018,03,domingo,Google Search,2810638,1589046,1510568,1605,"$2.380,56",50,,,,,,,,,,,,,,,
BXJDHA00005023,12/09/2018,05,quarta-feira,Google Search,2780351,1538160,1454330,1894,"$2.808,64",28,,,,,,,,,,,,,,,
BXJDHA00013871,20/11/2018,07,terça-feira,Google Search,7675361,4562260,4351935,6893,"$10.217,94",83,,,,,,,,,,,,,,,
BXJDHA00004650,13/09/2018,03,quinta-feira,Google Search,2582707,1521054,1430978,1629,"$2.413,18",50,,,,,,,,,,,,,,,
BXJDHA00024415,15/11/2018,02,quinta-feira,Google Search,4353650,2408886,2268038,2756,"$4.081,91",41,,,,,,,,,,,,,,,
BXJDHA00010199,18/10/2018,02,quinta-feira,Google Search,3962100,2390037,2274917,2630,"$3.893,75",32,,,,,,,,,,,,,,,
BXJDHA00009978,16/10/2018,02,terça-feira,Google Search,3519602,2113683,2013916,2289,"$3.384,65",71,,,,,,,,,,,,,,,
BXJDHA00014137,21/11/2018,06,quarta-feira,Google Search,4618264,2658789,2518758,3926,"$5.797,47",59,,,,,,,,,,,,,,,
BXJDHA00009044,06/10/2018,06,sábado,Google Search,2812620,1669409,1597433,1998,"$2.950,39",54,,,,,,,,,,,,,,,
BXJDHA00011919,05/11/2018,06,segunda-feira,Google Search,4233728,2390894,2278876,3293,"$4.858,84",112,,,,,,,,,,,,,,,
BXJDHA00018165,10/10/2018,02,quarta-feira,Google Search,4002103,2341543,2229435,2663,"$3.928,27",91,,,,,,,,,,,,,,,
BXJDHA00008742,08/10/2018,06,segunda-feira,Google Search,3800695,2081275,1994437,2543,"$3.748,45",79,,,,,,,,,,,,,,,
BXJDHA00016787,20/09/2018,05,quinta-feira,Google Search,2527132,1397242,1315623,1667,"$2.456,20",20,,,,,,,,,,,,,,,
BXJDHA00003183,05/09/2018,03,quarta-feira,Google Search,2148894,1321396,1255705,1079,"$1.588,76",37,,,,,,,,,,,,,,,
BXJDHA00009106,06/10/2018,04,sábado,Google Search,2228967,1285311,1222758,1237,"$1.821,32",24,,,,,,,,,,,,,,,
BXJDHA00017089,25/09/2018,03,terça-feira,Google Search,2481751,1368904,1309762,1377,"$2.027,06",21,,,,,,,,,,,,,,,
BXJDHA00016422,24/09/2018,05,segunda-feira,Google Search,2734785,1490443,1430354,1708,"$2.513,27",53,,,,,,,,,,,,,,,
BXJDHA00002907,04/09/2018,03,terça-feira,Google Search,1974534,1262506,1210879,1367,"$2.011,14",46,,,,,,,,,,,,,,,
BXJDHA00005781,16/09/2018,05,domingo,Google Search,2755455,1509213,1435513,1698,"$2.497,09",58,,,,,,,,,,,,,,,
BXJDHA00020085,23/10/2018,01,terça-feira,Google Search,5524625,3336645,3184159,3746,"$5.507,41",127,,,,,,,,,,,,,,,
BXJDHA00003724,07/09/2018,05,sexta-feira,Google Search,1928013,1184137,1132813,1391,"$2.044,78",26,,,,,,,,,,,,,,,
BXJDHA00004672,13/09/2018,02,quinta-feira,Google Search,3492166,2134761,2017893,2260,"$3.319,03",43,,,,,,,,,,,,,,,
BXJDHA00010520,14/10/2018,06,domingo,Google Search,4021371,2247811,2148792,3102,"$4.553,63",84,,,,,,,,,,,,,,,
BXJDHA00009622,23/09/2018,03,domingo,Google Search,2424390,1286875,1234335,1321,"$1.938,26",25,,,,,,,,,,,,,,,
BXJDHA00006092,17/09/2018,03,segunda-feira,Google Search,2114846,1283509,1225557,1301,"$1.908,12",35,,,,,,,,,,,,,,,
BXJDHA00018752,12/10/2018,05,sexta-feira,Google Search,2325697,1214205,1151163,1371,"$2.009,23",37,,,,,,,,,,,,,,,
BXJDHA00011604,08/11/2018,03,quinta-feira,Google Search,3069241,1765839,1639708,2017,"$2.954,85",63,,,,,,,,,,,,,,,
BXJDHA00008998,06/10/2018,03,sábado,Google Search,2936968,1739523,1658021,1615,"$2.365,36",31,,,,,,,,,,,,,,,
BXJDHA00003244,05/09/2018,04,quarta-feira,Google Search,1922186,1141337,1084928,943,"$1.380,79",18,,,,,,,,,,,,,,,
BXJDHA00012671,06/11/2018,04,terça-feira,Google Search,2454212,1206534,1133055,1349,"$1.974,07",16,,,,,,,,,,,,,,,
BXJDHA00006281,18/09/2018,03,terça-feira,Google Search,2490363,1313736,1242536,1309,"$1.915,47",16,,,,,,,,,,,,,,,
BXJDHA00012315,03/11/2018,07,sábado,Google Search,6018995,3797749,3660415,5475,"$8.006,46",186,,,,,,,,,,,,,,,
BXJDHA00022973,13/11/2018,07,terça-feira,Google Search,7423972,4374185,4166756,6686,"$9.765,83",80,,,,,,,,,,,,,,,
BXJDHA00017928,13/10/2018,07,sábado,Google Search,6542038,3853898,3703553,5452,"$7.963,14",169,,,,,,,,,,,,,,,
BXJDHA00023687,21/10/2018,07,domingo,Google Search,7095406,4260817,4096431,6070,"$8.864,05",73,,,,,,,,,,,,,,,
BXJDHA00008492,07/10/2018,04,domingo,Google Search,2336118,1264708,1200828,1227,"$1.790,49",33,,,,,,,,,,,,,,,
BXJDHA00004392,09/09/2018,03,domingo,Google Search,2293693,1399909,1314795,1350,"$1.969,93",42,,,,,,,,,,,,,,,
BXJDHA00014295,18/11/2018,07,domingo,Google Search,7826347,4553290,4356769,6849,"$9.988,64",233,,,,,,,,,,,,,,,
BXJDHA00025613,19/10/2018,03,sexta-feira,Google Search,3036890,1772798,1674198,1838,"$2.680,10",22,,,,,,,,,,,,,,,
BXJDHA00005648,14/09/2018,05,sexta-feira,Google Search,2257799,1287170,1212116,1555,"$2.264,18",42,,,,,,,,,,,,,,,
BXJDHA00006881,28/09/2018,05,sexta-feira,Google Search,2275750,1292816,1237009,1646,"$2.396,23",20,,,,,,,,,,,,,,,
BXJDHA00003981,10/09/2018,03,segunda-feira,Google Search,2338123,1400530,1331593,1368,"$1.990,59",47,,,,,,,,,,,,,,,
BXJDHA00025021,29/09/2018,04,sábado,Google Search,2088425,1156728,1101804,1239,"$1.801,57",19,,,,,,,,,,,,,,,
BXJDHA00017875,13/10/2018,02,sábado,Google Search,3425694,2134688,2024304,2374,"$3.449,18",36,,,,,,,,,,,,,,,
BXJDHA00004537,09/09/2018,05,domingo,Google Search,2555074,1525564,1441543,1792,"$2.598,37",27,,,,,,,,,,,,,,,
BXJDHA00012125,09/11/2018,06,sexta-feira,Google Search,3700768,2063817,1938280,3032,"$4.394,18",36,,,,,,,,,,,,,,,
BXJDHA00006327,18/09/2018,04,terça-feira,Google Search,2307080,1193844,1125930,1262,"$1.828,72",43,,,,,,,,,,,,,,,
BXJDHA00014089,21/11/2018,01,quarta-feira,Google Search,5542571,3318422,3149910,4121,"$5.971,04",62,,,,,,,,,,,,,,,
BXJDHA00004173,08/09/2018,03,sábado,Google Search,1999186,1301554,1228496,1318,"$1.907,50",45,,,,,,,,,,,,,,,
BXJDHA00019851,22/10/2018,07,segunda-feira,Google Search,7142003,4306317,4147777,6106,"$8.834,35",208,,,,,,,,,,,,,,,
BXJDHA00021930,29/10/2018,01,segunda-feira,Google Search,5486612,3305445,3142598,3940,"$5.696,07",122,,,,,,,,,,,,,,,
BXJDHA00012176,09/11/2018,04,sexta-feira,Google Search,2519057,1348822,1246776,1490,"$2.152,88",40,,,,,,,,,,,,,,,
BXJDHA00018681,12/10/2018,04,sexta-feira,Google Search,2507363,1321952,1252503,1396,"$2.016,66",47,,,,,,,,,,,,,,,
BXJDHA00014633,23/11/2018,05,sexta-feira,Google Search,2420182,1314237,1235589,1764,"$2.545,16",21,,,,,,,,,,,,,,,
BXJDHA00004653,13/09/2018,05,quinta-feira,Google Search,2537452,1442768,1353655,1852,"$2.670,91",63,,,,,,,,,,,,,,,
BXJDHA00002328,03/09/2018,02,segunda-feira,Google Search,2747504,1748723,1683011,1907,"$2.745,34",59,,,,,,,,,,,,,,,
BXJDHA00008051,30/09/2018,03,domingo,Google Search,2412639,1388650,1325366,1419,"$2.041,76",17,,,,,,,,,,,,,,,
BXJDHA00018677,12/10/2018,03,sexta-feira,Google Search,3224343,1759961,1676505,1854,"$2.666,88",22,,,,,,,,,,,,,,,
BXJDHA00021576,02/11/2018,02,sexta-feira,Google Search,3952648,2509771,2381507,2724,"$3.914,18",84,,,,,,,,,,,,,,,
BXJDHA00010137,18/10/2018,07,quinta-feira,Google Search,5971536,3646944,3498666,5820,"$8.361,81",198,,,,,,,,,,,,,,,
BXJDHA00016064,26/09/2018,03,quarta-feira,Google Search,2466028,1384369,1321321,1493,"$2.144,43",40,,,,,,,,,,,,,,,
BXJDHA00017461,22/09/2018,03,sábado,Google Search,2044692,1246459,1198906,1322,"$1.896,73",20,,,,,,,,,,,,,,,
BXJDHA00016763,20/09/2018,03,quinta-feira,Google Search,2525970,1425056,1341164,1387,"$1.985,73",17,,,,,,,,,,,,,,,
BXJDHA00006848,28/09/2018,04,sexta-feira,Google Search,2041966,1162101,1104069,1315,"$1.881,21",36,,,,,,,,,,,,,,,
BXJDHA00028001,04/09/2018,07,terça-feira,Snapchat,2,2,2,1,"$1,43",0,,,,,,,,,,,,,,,
BXJDHA00019048,24/10/2018,01,quarta-feira,Google Search,5656667,3443964,3285020,3980,"$5.688,47",76,,,,,,,,,,,,,,,
BXJDHA00005280,15/09/2018,05,sábado,Google Search,2407065,1416968,1335131,1717,"$2.453,09",53,,,,,,,,,,,,,,,
BXJDHA00003988,10/09/2018,04,segunda-feira,Google Search,2072489,1207054,1148000,1331,"$1.898,15",25,,,,,,,,,,,,,,,
BXJDHA00021984,29/10/2018,07,segunda-feira,Google Search,7119940,4273050,4077803,6512,"$9.272,36",202,,,,,,,,,,,,,,,
BXJDHA00005567,14/09/2018,04,sexta-feira,Google Search,2124197,1238713,1162927,1321,"$1.879,64",16,,,,,,,,,,,,,,,
BXJDHA00015841,19/09/2018,01,quarta-feira,Google Search,4744450,2871219,2732093,3116,"$4.433,60",47,,,,,,,,,,,,,,,
BXJDHA00007225,03/10/2018,04,quarta-feira,Google Search,2252632,1237734,1182404,1262,"$1.795,35",19,,,,,,,,,,,,,,,
BXJDHA00007431,02/10/2018,02,terça-feira,Google Search,3329938,1868287,1785220,1746,"$2.483,54",59,,,,,,,,,,,,,,,
BXJDHA00016639,27/09/2018,04,quinta-feira,Google Search,2166544,1231939,1179297,1303,"$1.852,77",20,,,,,,,,,,,,,,,
BXJDHA00010804,28/10/2018,01,domingo,Google Search,6149642,3412798,3245705,3859,"$5.486,85",73,,,,,,,,,,,,,,,
BXJDHA00020458,20/10/2018,07,sábado,Google Search,6424148,3917008,3755450,5596,"$7.953,90",106,,,,,,,,,,,,,,,
BXJDHA00006066,17/09/2018,05,segunda-feira,Google Search,2628947,1532614,1458259,1828,"$2.598,20",57,,,,,,,,,,,,,,,
BXJDHA00012611,06/11/2018,06,terça-feira,Google Search,4687673,2428407,2317794,3407,"$4.839,99",41,,,,,,,,,,,,,,,
BXJDHA00008759,08/10/2018,02,segunda-feira,Google Search,4063351,2302836,2203340,2256,"$3.204,80",27,,,,,,,,,,,,,,,
BXJDHA00003494,06/09/2018,02,quinta-feira,Google Search,3260631,2086460,1991886,2260,"$3.208,14",61,,,,,,,,,,,,,,,
BXJDHA00014938,24/11/2018,07,sábado,Google Search,7477630,4299636,4102416,6611,"$9.384,45",126,,,,,,,,,,,,,,,
BXJDHA00015139,22/11/2018,06,quinta-feira,Google Search,4168211,2346844,2220434,3648,"$5.171,07",55,,,,,,,,,,,,,,,
BXJDHA00015207,22/11/2018,01,quinta-feira,Google Search,6521661,3747586,3567754,4765,"$6.754,02",162,,,,,,,,,,,,,,,
BXJDHA00014579,23/11/2018,02,sexta-feira,Google Search,4453277,2553963,2429800,3231,"$4.578,86",39,,,,,,,,,,,,,,,
BXJDHA00014580,23/11/2018,04,sexta-feira,Google Search,2460083,1321151,1238636,1581,"$2.239,69",49,,,,,,,,,,,,,,,
BXJDHA00006405,18/09/2018,02,terça-feira,Google Search,3191822,1794415,1701983,1849,"$2.618,48",63,,,,,,,,,,,,,,,
BXJDHA00010971,27/10/2018,01,sábado,Google Search,5405570,3313082,3142414,3801,"$5.369,89",129,,,,,,,,,,,,,,,
BXJDHA00018475,11/10/2018,02,quinta-feira,Google Search,4375167,2509884,2385280,2909,"$4.103,73",44,,,,,,,,,,,,,,,
BXJDHA00019898,22/10/2018,01,segunda-feira,Google Search,5406040,3294920,3143739,3799,"$5.356,61",103,,,,,,,,,,,,,,,
BXJDHA00017023,26/09/2018,00,quarta-feira,YouTube,798,170,169,1,"$1,41",0,,,,,,,,,,,,,,,
BXJDHA00022449,12/11/2018,03,segunda-feira,Google Search,2712915,1576218,1463611,1758,"$2.478,05",60,,,,,,,,,,,,,,,
BXJDHA00019004,24/10/2018,07,quarta-feira,Google Search,7355532,4397016,4217331,6425,"$9.055,95",173,,,,,,,,,,,,,,,
BXJDHA00015500,11/09/2018,02,terça-feira,Google Search,2993091,1810421,1726297,1990,"$2.804,67",54,,,,,,,,,,,,,,,
BXJDHA00017562,04/10/2018,03,quinta-feira,Google Search,2613328,1459870,1389500,1448,"$2.040,04",45,,,,,,,,,,,,,,,
BXJDHA00010722,28/10/2018,07,domingo,Google Search,8023790,4396406,4208071,6357,"$8.951,85",197,,,,,,,,,,,,,,,
BXJDHA00011345,04/11/2018,07,domingo,Google Search,7011897,4116211,3955364,5997,"$8.429,59",72,,,,,,,,,,,,,,,
BXJDHA00009367,09/10/2018,07,terça-feira,Google Search,6919867,3855460,3700578,5531,"$7.774,20",83,,,,,,,,,,,,,,,
BXJDHA00004031,10/09/2018,05,segunda-feira,Google Search,2642178,1530744,1464623,1981,"$2.784,40",24,,,,,,,,,,,,,,,
BXJDHA00008232,05/10/2018,04,sexta-feira,Google Search,2490800,1466675,1391339,1499,"$2.106,57",46,,,,,,,,,,,,,,,
BXJDHA00007192,03/10/2018,03,quarta-feira,Google Search,2499569,1426918,1360948,1348,"$1.894,24",26,,,,,,,,,,,,,,,
BXJDHA00007388,02/10/2018,05,terça-feira,Google Search,2952489,1579506,1513160,1921,"$2.699,27",52,,,,,,,,,,,,,,,
BXJDHA00017568,04/10/2018,05,quinta-feira,Google Search,2641563,1535092,1468842,1838,"$2.581,38",57,,,,,,,,,,,,,,,
BXJDHA00011274,04/11/2018,04,domingo,Google Search,2124561,1233958,1166298,1407,"$1.973,79",44,,,,,,,,,,,,,,,
BXJDHA00009621,23/09/2018,05,domingo,Google Search,2773104,1445728,1391740,1835,"$2.570,57",62,,,,,,,,,,,,,,,
BXJDHA00016009,26/09/2018,06,quarta-feira,Google Search,4766920,2893583,2781209,4359,"$6.105,73",65,,,,,,,,,,,,,,,
BXJDHA00004905,12/09/2018,01,quarta-feira,Google Search,4817662,2945362,2800220,3558,"$4.982,70",121,,,,,,,,,,,,,,,
BXJDHA00017626,04/10/2018,02,quinta-feira,Google Search,3566688,2068218,1971548,2123,"$2.972,44",40,,,,,,,,,,,,,,,
BXJDHA00020168,23/10/2018,07,terça-feira,Google Search,7214391,4246269,4077677,6333,"$8.865,86",171,,,,,,,,,,,,,,,
BXJDHA00024363,15/11/2018,06,quinta-feira,Google Search,4308995,2351190,2217164,3741,"$5.231,51",127,,,,,,,,,,,,,,,
BXJDHA00020696,31/10/2018,01,quarta-feira,Google Search,5491219,3341382,3173047,4075,"$5.697,73",110,,,,,,,,,,,,,,,
BXJDHA00013288,11/11/2018,02,domingo,Google Search,3751727,2199549,2072948,2908,"$4.063,36",55,,,,,,,,,,,,,,,
BXJDHA00007120,03/10/2018,05,quarta-feira,Google Search,2815518,1556139,1490746,1922,"$2.684,34",37,,,,,,,,,,,,,,,
BXJDHA00017045,25/09/2018,02,terça-feira,Google Search,3297220,1918740,1835537,2088,"$2.912,73",25,,,,,,,,,,,,,,,
BXJDHA00022812,14/11/2018,02,quarta-feira,Google Search,3695206,2231511,2104749,2980,"$4.151,56",92,,,,,,,,,,,,,,,
BXJDHA00003648,07/09/2018,03,sexta-feira,Google Search,2407992,1510602,1425407,1546,"$2.153,72",48,,,,,,,,,,,,,,,
BXJDHA00002564,02/09/2018,05,domingo,Google Search,2614807,1464563,1415713,1783,"$2.483,70",48,,,,,,,,,,,,,,,
BXJDHA00006581,21/09/2018,02,sexta-feira,Google Search,3644629,2125784,2037888,2351,"$3.269,72",28,,,,,,,,,,,,,,,
BXJDHA00016792,20/09/2018,02,quinta-feira,Google Search,3425198,2020485,1914749,2132,"$2.963,89",41,,,,,,,,,,,,,,,
BXJDHA00004146,08/09/2018,06,sábado,Google Search,4019520,2471557,2357565,3438,"$4.777,65",107,,,,,,,,,,,,,,,
BXJDHA00002657,02/09/2018,03,domingo,Google Search,2443630,1360348,1309164,1371,"$1.905,15",16,,,,,,,,,,,,,,,
BXJDHA00017031,25/09/2018,01,terça-feira,Google Search,4919853,2971580,2851312,3468,"$4.803,93",118,,,,,,,,,,,,,,,
BXJDHA00013535,17/11/2018,07,sábado,Google Search,7303325,4124734,3933941,6315,"$8.746,36",76,,,,,,,,,,,,,,,
BXJDHA00006126,17/09/2018,02,segunda-feira,Google Search,2936477,1818560,1720074,1982,"$2.742,77",61,,,,,,,,,,,,,,,
BXJDHA00019277,25/10/2018,01,quinta-feira,Google Search,6103121,3714333,3538829,4214,"$5.831,04",51,,,,,,,,,,,,,,,
BXJDHA00024976,29/09/2018,06,sábado,Google Search,4609160,2653575,2555289,4079,"$5.644,22",78,,,,,,,,,,,,,,,
BXJDHA00019083,24/10/2018,00,quarta-feira,Google Search,8633776,5327580,5107758,6475,"$8.956,69",220,,,,,,,,,,,,,,,
BXJDHA00025625,19/10/2018,07,sexta-feira,Google Search,5581955,3348913,3207483,5465,"$7.556,83",66,,,,,,,,,,,,,,,
